source,package_count,packages,single_or_multi,source_name_values,version_values,cpe_id_values,cpe_id_package_count,cpe_id_consistency,product_candidate_count,direct_product_candidate_count,possible_product_candidate_count,partial_component_count,non_product_count,ambiguous_count,unresolved_count,role_distribution,main_package_candidate,has_main_product_like_package,has_library_split,has_utility_split,has_plugin_module_split,has_kernel_package,is_vendor_specific,source_structure_summary
package/kernel/linux,134,kernel | kmod-asn1-decoder | kmod-crypto-acompress | kmod-crypto-aead | kmod-crypto-arc4 | kmod-crypto-authenc | kmod-crypto-cbc | kmod-crypto-ccm | kmod-crypto-cmac | kmod-crypto-crc32c | kmod-crypto-ctr | kmod-crypto-deflate | kmod-crypto-des | kmod-crypto-ecb | kmod-crypto-echainiv | kmod-crypto-gcm | kmod-crypto-gf128 | kmod-crypto-ghash | kmod-crypto-hash | kmod-crypto-hmac | kmod-crypto-kpp | kmod-crypto-lib-blake2s | kmod-crypto-lib-chacha20 | kmod-crypto-lib-chacha20poly1305 | kmod-crypto-lib-curve25519 | kmod-crypto-lib-poly1305 | kmod-crypto-manager | kmod-crypto-md5 | kmod-crypto-null | kmod-crypto-pcompress | kmod-crypto-rng | kmod-crypto-seqiv | kmod-crypto-sha1 | kmod-crypto-sha256 | kmod-crypto-sha512 | kmod-fs-autofs4 | kmod-fs-ext4 | kmod-fs-msdos | kmod-fs-ntfs | kmod-fs-vfat | kmod-gpio-nxp-74hc164 | kmod-gre | kmod-gre6 | kmod-hwmon-core | kmod-hwmon-mcp3021 | kmod-hwmon-tla2021 | kmod-i2c-core | kmod-i2c-mt7628 | kmod-ip6-tunnel | kmod-ip6tables | kmod-ipsec | kmod-ipsec4 | kmod-ipsec6 | kmod-ipt-conntrack | kmod-ipt-conntrack-extra | kmod-ipt-core | kmod-ipt-ipopt | kmod-ipt-ipsec | kmod-ipt-ipset | kmod-ipt-nat | kmod-ipt-offload | kmod-ipt-raw | kmod-ipt-raw6 | kmod-iptunnel | kmod-iptunnel4 | kmod-iptunnel6 | kmod-l2tp | kmod-l2tp-eth | kmod-l2tp-ip | kmod-leds-gpio | kmod-lib-crc-ccitt | kmod-lib-crc16 | kmod-lib-crc32c | kmod-lib-textsearch | kmod-lib-zlib-deflate | kmod-lib-zlib-inflate | kmod-mii | kmod-mppe | kmod-nf-conntrack | kmod-nf-conntrack-netlink | kmod-nf-conntrack6 | kmod-nf-flow | kmod-nf-ipt | kmod-nf-ipt6 | kmod-nf-log | kmod-nf-log6 | kmod-nf-nat | kmod-nf-nathelper | kmod-nf-nathelper-extra | kmod-nf-reject | kmod-nf-reject6 | kmod-nfnetlink | kmod-nft-core | kmod-nft-netdev | kmod-nls-base | kmod-nls-cp437 | kmod-nls-iso8859-1 | kmod-nls-utf8 | kmod-ppp | kmod-pppoe | kmod-pppol2tp | kmod-pppox | kmod-pptp | kmod-scsi-core | kmod-slhc | kmod-spi-bitbang | kmod-spi-gpio | kmod-tun | kmod-udptunnel4 | kmod-udptunnel6 | kmod-usb-acm | kmod-usb-core | kmod-usb-ehci | kmod-usb-net | kmod-usb-net-cdc-ether | kmod-usb-net-cdc-ncm | kmod-usb-net-qmi-wwan | kmod-usb-net-rndis | kmod-usb-serial | kmod-usb-serial-ark3116 | kmod-usb-serial-belkin | kmod-usb-serial-ch341 | kmod-usb-serial-ch343 | kmod-usb-serial-cp210x | kmod-usb-serial-cypress-m8 | kmod-usb-serial-ftdi | kmod-usb-serial-option | kmod-usb-serial-pl2303 | kmod-usb-serial-wwan | kmod-usb-storage | kmod-usb-wdm | kmod-usb2 | kmod-wireguard | kmod-xfrm-interface,MULTI_PACKAGE_SOURCE,kernel | kmod-asn1-decoder | kmod-crypto-acompress | kmod-crypto-aead | kmod-crypto-arc4 | kmod-crypto-authenc | kmod-crypto-cbc | kmod-crypto-ccm | kmod-crypto-cmac | kmod-crypto-crc32c | kmod-crypto-ctr | kmod-crypto-deflate | kmod-crypto-des | kmod-crypto-ecb | kmod-crypto-echainiv | kmod-crypto-gcm | kmod-crypto-gf128 | kmod-crypto-ghash | kmod-crypto-hash | kmod-crypto-hmac | kmod-crypto-kpp | kmod-crypto-lib-blake2s | kmod-crypto-lib-chacha20 | kmod-crypto-lib-chacha20poly1305 | kmod-crypto-lib-curve25519 | kmod-crypto-lib-poly1305 | kmod-crypto-manager | kmod-crypto-md5 | kmod-crypto-null | kmod-crypto-pcompress | kmod-crypto-rng | kmod-crypto-seqiv | kmod-crypto-sha1 | kmod-crypto-sha256 | kmod-crypto-sha512 | kmod-fs-autofs4 | kmod-fs-ext4 | kmod-fs-msdos | kmod-fs-ntfs | kmod-fs-vfat | kmod-gpio-nxp-74hc164 | kmod-gre | kmod-gre6 | kmod-hwmon-core | kmod-hwmon-mcp3021 | kmod-hwmon-tla2021 | kmod-i2c-core | kmod-i2c-mt7628 | kmod-ip6-tunnel | kmod-ip6tables | kmod-ipsec | kmod-ipsec4 | kmod-ipsec6 | kmod-ipt-conntrack | kmod-ipt-conntrack-extra | kmod-ipt-core | kmod-ipt-ipopt | kmod-ipt-ipsec | kmod-ipt-ipset | kmod-ipt-nat | kmod-ipt-offload | kmod-ipt-raw | kmod-ipt-raw6 | kmod-iptunnel | kmod-iptunnel4 | kmod-iptunnel6 | kmod-l2tp | kmod-l2tp-eth | kmod-l2tp-ip | kmod-leds-gpio | kmod-lib-crc-ccitt | kmod-lib-crc16 | kmod-lib-crc32c | kmod-lib-textsearch | kmod-lib-zlib-deflate | kmod-lib-zlib-inflate | kmod-mii | kmod-mppe | kmod-nf-conntrack | kmod-nf-conntrack-netlink | kmod-nf-conntrack6 | kmod-nf-flow | kmod-nf-ipt | kmod-nf-ipt6 | kmod-nf-log | kmod-nf-log6 | kmod-nf-nat | kmod-nf-nathelper | kmod-nf-nathelper-extra | kmod-nf-reject | kmod-nf-reject6 | kmod-nfnetlink | kmod-nft-core | kmod-nft-netdev | kmod-nls-base | kmod-nls-cp437 | kmod-nls-iso8859-1 | kmod-nls-utf8 | kmod-ppp | kmod-pppoe | kmod-pppol2tp | kmod-pppox | kmod-pptp | kmod-scsi-core | kmod-slhc | kmod-spi-bitbang | kmod-spi-gpio | kmod-tun | kmod-udptunnel4 | kmod-udptunnel6 | kmod-usb-acm | kmod-usb-core | kmod-usb-ehci | kmod-usb-net | kmod-usb-net-cdc-ether | kmod-usb-net-cdc-ncm | kmod-usb-net-qmi-wwan | kmod-usb-net-rndis | kmod-usb-serial | kmod-usb-serial-ark3116 | kmod-usb-serial-belkin | kmod-usb-serial-ch341 | kmod-usb-serial-ch343 | kmod-usb-serial-cp210x | kmod-usb-serial-cypress-m8 | kmod-usb-serial-ftdi | kmod-usb-serial-option | kmod-usb-serial-pl2303 | kmod-usb-serial-wwan | kmod-usb-storage | kmod-usb-wdm | kmod-usb2 | kmod-wireguard | kmod-xfrm-interface,5.15.176-1 | 5.15.176-1-c87d2a600c553d5338b2de4b88b39f15,,0,NO_CPE_ID,0,0,0,133,1,0,0,"{""KERNEL_OR_KMOD"": 134}",,False,False,False,False,True,False,134 installed packages; kernel/kmod=134
package/kernel/mac80211_515,2,kmod-cfg80211_515 | kmod-mac80211_515,MULTI_PACKAGE_SOURCE,kmod-cfg80211_515 | kmod-mac80211_515,5.15.176+6.5-1,,0,NO_CPE_ID,0,0,0,2,0,0,0,"{""KERNEL_OR_KMOD"": 2}",,False,False,False,False,True,False,2 installed packages; kernel/kmod=2
package/kernel/mt76_515,2,kmod-mt76-core_515 | kmod-mt7603_515,MULTI_PACKAGE_SOURCE,kmod-mt76-core_515 | kmod-mt7603_515,5.15.176+2023-09-18-2afc7285-2,,0,NO_CPE_ID,0,0,0,2,0,0,0,"{""KERNEL_OR_KMOD"": 2}",,False,False,False,False,True,False,2 installed packages; kernel/kmod=2
package/kernel/ovpn-dco,1,kmod-ovpn-dco-v2,SINGLE_PACKAGE_SOURCE,kmod-ovpn-dco-v2,5.15.176+0.2.20240320-1,,0,NO_CPE_ID,0,0,0,1,0,0,0,"{""KERNEL_OR_KMOD"": 1}",,False,False,False,False,True,False,single installed package; kernel/kmod=1
package/kernel/pulse-counter,1,kmod-tlt-pulse-counter,SINGLE_PACKAGE_SOURCE,kmod-tlt-pulse-counter,5.15.176-2,,0,NO_CPE_ID,0,0,0,1,0,0,0,"{""KERNEL_OR_KMOD"": 1}",,False,False,False,False,True,False,single installed package; kernel/kmod=1
package/kernel/tlt-gpio,1,kmod-tlt-gpio,SINGLE_PACKAGE_SOURCE,kmod-tlt-gpio,5.15.176-1,,0,NO_CPE_ID,0,0,0,1,0,0,0,"{""KERNEL_OR_KMOD"": 1}",,False,False,False,False,True,False,single installed package; kernel/kmod=1
package/lang/lua/luasocket,1,luasocket,SINGLE_PACKAGE_SOURCE,luasocket,2019-04-21-733af884-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,False,single installed package; plugin/module=1
package/libs/c-ares,1,libcares,SINGLE_PACKAGE_SOURCE,libcares,1.19.1-2,cpe:/a:c-ares:c-ares,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/davici,1,davici,SINGLE_PACKAGE_SOURCE,davici,1.4-1,cpe:/a:strongswan:davici,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libcap,2,libcap | libcap-bin,MULTI_PACKAGE_SOURCE,libcap | libcap-bin,2.69-1,cpe:/a:libcap_project:libcap,2,ALL_PACKAGES_SAME_CPE_ID,0,0,0,2,0,0,0,"{""LIBRARY_PACKAGE"": 1, ""UTILITY_OR_CLI_PACKAGE"": 1}",,False,True,True,False,False,False,2 installed packages; library=1; utility=1
package/libs/libcgi,1,libcgi,SINGLE_PACKAGE_SOURCE,libcgi,1.3.0-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libgpiod,2,gpiod-tools | libgpiod,MULTI_PACKAGE_SOURCE,gpiod-tools | libgpiod,1.6.3-1,,0,NO_CPE_ID,0,0,0,2,0,0,0,"{""LIBRARY_PACKAGE"": 1, ""UTILITY_OR_CLI_PACKAGE"": 1}",,False,True,True,False,False,False,2 installed packages; library=1; utility=1
package/libs/libjson-c,1,libjson-c5,SINGLE_PACKAGE_SOURCE,libjson-c,0.15-2,cpe:/a:json-c_project:json-c,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libmnl,1,libmnl0,SINGLE_PACKAGE_SOURCE,libmnl,1.0.4-2,cpe:/a:netfilter:libmnl,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libmodbus,1,libmodbus,SINGLE_PACKAGE_SOURCE,libmodbus,7.13,cpe:/a:libmodbus:libmodbus,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libnetfilter-conntrack,1,libnetfilter-conntrack3,SINGLE_PACKAGE_SOURCE,libnetfilter-conntrack,1.0.8-1,cpe:/a:netfilter:libnetfilter_conntrack,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libnfnetlink,1,libnfnetlink0,SINGLE_PACKAGE_SOURCE,libnfnetlink,1.0.1-4,cpe:/a:netfilter:libnfnetlink,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libnftnl,1,libnftnl11,SINGLE_PACKAGE_SOURCE,libnftnl,1.2.5-5,cpe:/a:netfilter:libnftnl,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libnl,2,libnl-core200 | libnl-genl200,MULTI_PACKAGE_SOURCE,libnl-core | libnl-genl,3.9.0-1,cpe:/a:libnl_project:libnl,2,ALL_PACKAGES_SAME_CPE_ID,0,0,0,2,0,0,0,"{""LIBRARY_PACKAGE"": 2}",,False,True,False,False,False,False,2 installed packages; library=2
package/libs/libnl-tiny,1,libnl-tiny2023-04-02,SINGLE_PACKAGE_SOURCE,libnl-tiny,2023-04-02-11b7c5f0-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libpcap,1,libpcap1,SINGLE_PACKAGE_SOURCE,libpcap,1.9.1-3,cpe:/a:tcpdump:libpcap,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/libubox,5,jshn | libblobmsg-json20240329 | libjson-script20240329 | libubox-lua | libubox20240329,MULTI_PACKAGE_SOURCE,jshn | libblobmsg-json | libjson-script | libubox | libubox-lua,2024-03-29-eb9bcb64-2,,0,NO_CPE_ID,0,0,0,5,0,0,0,"{""LIBRARY_PACKAGE"": 3, ""PLUGIN_OR_MODULE"": 1, ""UTILITY_OR_CLI_PACKAGE"": 1}",,False,True,True,True,False,False,5 installed packages; library=3; utility=1; plugin/module=1
package/libs/libusb,1,libusb-1.0-0,SINGLE_PACKAGE_SOURCE,libusb-1.0,1.0.24-5,cpe:/a:libusb:libusb,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/luasec,1,luasec,SINGLE_PACKAGE_SOURCE,luasec,0.9-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,False,single installed package; plugin/module=1
package/libs/luci-lib-jsonc,1,luci-lib-jsonc,SINGLE_PACKAGE_SOURCE,luci-lib-jsonc,2025-01-06,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""PLUGIN_OR_MODULE"": 1}",,False,False,False,True,False,False,single installed package; plugin/module=1
package/libs/lzo,1,liblzo2,SINGLE_PACKAGE_SOURCE,liblzo,2.10-4,cpe:/a:oberhumer:lzo,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/nghttp2,1,libnghttp2-14,SINGLE_PACKAGE_SOURCE,libnghttp2,1.43.0-1,cpe:/a:nghttp2:nghttp2,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/open62541,1,open62541,SINGLE_PACKAGE_SOURCE,open62541,v1.4.0-r,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/openssl,4,libopenssl-conf | libopenssl-legacy | libopenssl3 | openssl-util,MULTI_PACKAGE_SOURCE,libopenssl | libopenssl-conf | libopenssl-legacy | openssl-util,3.0.14-3,cpe:/a:openssl:openssl,4,ALL_PACKAGES_SAME_CPE_ID,0,0,0,3,1,0,0,"{""LIBRARY_PACKAGE"": 1, ""META_OR_HELPER_PACKAGE"": 1, ""PLUGIN_OR_MODULE"": 1, ""UTILITY_OR_CLI_PACKAGE"": 1}",,False,True,True,True,False,False,4 installed packages; library=1; utility=1; plugin/module=1; meta/helper=1
package/libs/pcre2,1,libpcre2,SINGLE_PACKAGE_SOURCE,libpcre2,10.37-5,cpe:/a:pcre:pcre,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/sqlite3,1,libsqlite3-0,SINGLE_PACKAGE_SOURCE,libsqlite3,3410200-1,cpe:/a:sqlite:sqlite,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/toolchain,6,libatomic1 | libc | libgcc1 | libpthread | librt | libstdcpp6,MULTI_PACKAGE_SOURCE,libatomic | libc | libgcc | libpthread | librt | libstdcpp,1.2.4-3 | 8.4.0-3,,0,NO_CPE_ID,0,0,0,4,2,0,0,"{""LIBRARY_PACKAGE"": 3, ""META_OR_HELPER_PACKAGE"": 2, ""SPLIT_RUNTIME_PACKAGE"": 1}",,False,True,False,False,False,False,6 installed packages; library=3; meta/helper=2
package/libs/uclient,2,libuclient20201210 | uclient-fetch,MULTI_PACKAGE_SOURCE,libuclient | uclient-fetch,2021-05-14-6a6011df-1,,0,NO_CPE_ID,0,0,0,2,0,0,0,"{""LIBRARY_PACKAGE"": 1, ""SPLIT_RUNTIME_PACKAGE"": 1}",,False,True,False,False,False,False,2 installed packages; library=1
package/libs/ustream-ssl,1,libustream-openssl20201210,SINGLE_PACKAGE_SOURCE,libustream-openssl,2024-03-04-263b9a97-1,,0,NO_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/libs/zlib,1,zlib,SINGLE_PACKAGE_SOURCE,zlib,1.2.11-4,cpe:/a:gnu:zlib,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/network/config/firewall,1,firewall,SINGLE_PACKAGE_SOURCE,firewall,2022-02-17-4cd7d4f3-12,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",firewall,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/config/gre,1,gre,SINGLE_PACKAGE_SOURCE,gre,12,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",gre,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/config/netifd,1,netifd,SINGLE_PACKAGE_SOURCE,netifd,2024-01-04-c18cc79d-16,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",netifd,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/config/swconfig,1,swconfig,SINGLE_PACKAGE_SOURCE,swconfig,13,,0,NO_CPE_ID,1,0,1,0,0,0,0,"{""UTILITY_OR_CLI_PACKAGE"": 1}",,False,False,True,False,False,False,single installed package; utility=1
package/network/config/wifi-scripts,1,wifi-scripts,SINGLE_PACKAGE_SOURCE,wifi-scripts,1.0-3,,0,NO_CPE_ID,1,0,1,0,0,0,0,"{""UTILITY_OR_CLI_PACKAGE"": 1}",,False,False,True,False,False,False,single installed package; utility=1
package/network/config/xfrm,1,xfrm,SINGLE_PACKAGE_SOURCE,xfrm,4,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",xfrm,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/ipv6/odhcp6c,1,odhcp6c,SINGLE_PACKAGE_SOURCE,odhcp6c,2021-01-09-53f07e90-16,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",odhcp6c,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/dnsmasq,1,dnsmasq,SINGLE_PACKAGE_SOURCE,dnsmasq,2.89-42.4,cpe:/a:thekelleys:dnsmasq,1,ALL_PACKAGES_SAME_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",dnsmasq,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/dropbear,1,dropbear,SINGLE_PACKAGE_SOURCE,dropbear,2020.81-3,cpe:/a:matt_johnston:dropbear_ssh_server,1,ALL_PACKAGES_SAME_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",dropbear,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/hostapd,2,hostapd-common | wpad-openssl,MULTI_PACKAGE_SOURCE,hostapd-common | wpad-openssl,2023-09-08-e5ccbfc6-11,cpe:/a:w1.fi:hostapd,2,ALL_PACKAGES_SAME_CPE_ID,0,0,0,2,0,0,0,"{""SPLIT_RUNTIME_PACKAGE"": 2}",,False,False,False,False,False,False,2 installed packages
package/network/services/mosquitto,1,libmosquitto-ssl,SINGLE_PACKAGE_SOURCE,libmosquitto-ssl,2.0.20-1,cpe:/a:eclipse:mosquitto,1,ALL_PACKAGES_SAME_CPE_ID,0,0,0,0,0,1,0,"{""LIBRARY_PACKAGE"": 1}",,False,True,False,False,False,False,single installed package; library=1
package/network/services/mwan3,1,mwan3,SINGLE_PACKAGE_SOURCE,mwan3,2.10.12-6,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",mwan3,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/odhcpd,1,odhcpd-ipv6only,SINGLE_PACKAGE_SOURCE,odhcpd-ipv6only,2021-07-18-bc9d317f-13,,0,NO_CPE_ID,1,0,1,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",odhcpd-ipv6only,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/openssh,1,openssh-sftp-server,SINGLE_PACKAGE_SOURCE,openssh-sftp-server,9.6p1-1,cpe:/a:openssh:openssh,1,ALL_PACKAGES_SAME_CPE_ID,1,0,1,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",openssh-sftp-server,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/openvpn,1,openvpn-openssl,SINGLE_PACKAGE_SOURCE,openvpn-openssl,2.6.9-5,cpe:/a:openvpn:openvpn,1,ALL_PACKAGES_SAME_CPE_ID,1,0,1,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",openvpn-openssl,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/ppp,4,ppp | ppp-mod-pppoe | ppp-mod-pppol2tp | ppp-mod-pptp,MULTI_PACKAGE_SOURCE,ppp | ppp-mod-pppoe | ppp-mod-pppol2tp | ppp-mod-pptp,2.4.9.git-2021-01-04-4,cpe:/a:samba:ppp,4,ALL_PACKAGES_SAME_CPE_ID,1,1,0,3,0,0,0,"{""PLUGIN_OR_MODULE"": 3, ""PRODUCT_OR_MAIN_PACKAGE"": 1}",ppp,True,False,False,True,False,False,4 installed packages; main/product-like=1; plugin/module=3
package/network/services/pptpd,1,pptpd,SINGLE_PACKAGE_SOURCE,pptpd,1.4.0-5,cpe:/a:poptop:pptp_server,1,ALL_PACKAGES_SAME_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",pptpd,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/services/strongswan,28,strongswan | strongswan-charon | strongswan-minimal | strongswan-mod-connmark | strongswan-mod-constraints | strongswan-mod-des | strongswan-mod-eap-identity | strongswan-mod-eap-mschapv2 | strongswan-mod-kernel-netlink | strongswan-mod-md4 | strongswan-mod-mgf1 | strongswan-mod-nonce | strongswan-mod-openssl | strongswan-mod-pem | strongswan-mod-pgp | strongswan-mod-pkcs1 | strongswan-mod-pkcs8 | strongswan-mod-pubkey | strongswan-mod-random | strongswan-mod-revocation | strongswan-mod-sha1 | strongswan-mod-socket-default | strongswan-mod-updown | strongswan-mod-vici | strongswan-mod-x509 | strongswan-mod-xauth-generic | strongswan-mod-xcbc | strongswan-swanctl,MULTI_PACKAGE_SOURCE,strongswan | strongswan-charon | strongswan-minimal | strongswan-mod-connmark | strongswan-mod-constraints | strongswan-mod-des | strongswan-mod-eap-identity | strongswan-mod-eap-mschapv2 | strongswan-mod-kernel-netlink | strongswan-mod-md4 | strongswan-mod-mgf1 | strongswan-mod-nonce | strongswan-mod-openssl | strongswan-mod-pem | strongswan-mod-pgp | strongswan-mod-pkcs1 | strongswan-mod-pkcs8 | strongswan-mod-pubkey | strongswan-mod-random | strongswan-mod-revocation | strongswan-mod-sha1 | strongswan-mod-socket-default | strongswan-mod-updown | strongswan-mod-vici | strongswan-mod-x509 | strongswan-mod-xauth-generic | strongswan-mod-xcbc | strongswan-swanctl,5.9.14-24,cpe:/a:strongswan:strongswan,28,ALL_PACKAGES_SAME_CPE_ID,1,1,0,26,1,0,0,"{""META_OR_HELPER_PACKAGE"": 1, ""PLUGIN_OR_MODULE"": 24, ""PRODUCT_OR_MAIN_PACKAGE"": 1, ""SPLIT_RUNTIME_PACKAGE"": 1, ""UTILITY_OR_CLI_PACKAGE"": 1}",strongswan,True,False,True,True,False,False,28 installed packages; main/product-like=1; utility=1; plugin/module=24; meta/helper=1
package/network/services/uhttpd,3,uhttpd | uhttpd-mod-lua | uhttpd-mod-ubus,MULTI_PACKAGE_SOURCE,uhttpd | uhttpd-mod-lua | uhttpd-mod-ubus,2021-03-21-15346de8-9,,0,NO_CPE_ID,1,1,0,2,0,0,0,"{""PLUGIN_OR_MODULE"": 2, ""PRODUCT_OR_MAIN_PACKAGE"": 1}",uhttpd,True,False,False,True,False,False,3 installed packages; main/product-like=1; plugin/module=2
package/network/services/xl2tpd,1,xl2tpd,SINGLE_PACKAGE_SOURCE,xl2tpd,1.3.16-5,,0,NO_CPE_ID,1,1,0,0,0,0,0,"{""PRODUCT_OR_MAIN_PACKAGE"": 1}",xl2tpd,True,False,False,False,False,False,single installed package; main/product-like=1
package/network/utils/curl,2,curl | libcurl4,MULTI_PACKAGE_SOURCE,curl | libcurl,8.11.0-23.2,cpe:/a:haxx:libcurl,2,ALL_PACKAGES_SAME_CPE_ID,1,0,1,1,0,0,0,"{""LIBRARY_PACKAGE"": 1, ""UTILITY_OR_CLI_PACKAGE"": 1}",,False,True,True,False,False,False,2 installed packages; library=1; utility=1
package/network/utils/ethtool,1,ethtool,SINGLE_PACKAGE_SOURCE,ethtool,5.10-1,cpe:/a:kernel:ethtool,1,ALL_PACKAGES_SAME_CPE_ID,1,0,1,0,0,0,0,"{""UTILITY_OR_CLI_PACKAGE"": 1}",,False,False,True,False,False,False,single installed package; utility=1
package/network/utils/iproute2,1,ip-full,SINGLE_PACKAGE_SOURCE,ip-full,5.19.0-8,cpe:/a:iproute2_project:iproute2,1,ALL_PACKAGES_SAME_CPE_ID,1,0,1,0,0,0,0,"{""UTILITY_OR_CLI_PACKAGE"": 1}",,False,False,True,False,False,False,single installed package; utility=1
package/network/utils/ipset,2,ipset | libipset13,MULTI_PACKAGE_SOURCE,ipset | libipset,7.6-1,cpe:/a:netfilter:ipset,2,ALL_PACKAGES_SAME_CPE_ID,1,0,1,1,0,0,0,"{""LIBRARY_PACKAGE"": 1, ""UTILITY_OR_CLI_PACKAGE"": 1}",,False,True,True,False,False,False,2 installed packages; library=1; utility=1
